Steps,Policy/Entropy,Environment/Episode Length,Environment/Lesson,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
2760000,1.4963331,357.3703703703704,3.0,0.77824223,3.4754154549704657,3.4754154549704657,1.0
2770000,1.5126591,445.95238095238096,3.0,0.82651377,4.935790826380253,4.935790826380253,1.0
2780000,1.5136783,419.6551724137931,3.0,0.79065496,4.223927423357964,4.223927423357964,1.0
2790000,1.5233918,435.8095238095238,3.0,0.80244106,4.587419800815129,4.587419800815129,1.0
2800000,1.5286351,382.6923076923077,3.0,0.75413096,3.7898084051333942,3.7898084051333942,1.0
2810000,1.5185027,473.8,3.0,0.8293818,5.125480818748474,5.125480818748474,1.0
2820000,1.5231854,471.4,3.0,0.84022295,5.228016916513443,5.228016916513443,1.0
2830000,1.5259991,505.3529411764706,3.0,0.9466166,5.788130414836547,5.788130414836547,1.0
2840000,1.5113273,495.95,3.0,0.84252983,5.653400893509388,5.653400893509388,1.0
2850000,1.4942409,584.1904761904761,3.0,0.8186834,6.796105811993281,6.796105811993281,1.0
2860000,1.4985902,388.40909090909093,3.0,0.7820247,3.9746734554117378,3.9746734554117378,1.0
2870000,1.4938965,449.7826086956522,3.0,0.7305998,4.940940036073975,4.940940036073975,1.0
2880000,1.4837947,422.8095238095238,3.0,0.711104,4.52895315913927,4.52895315913927,1.0
2890000,1.4966406,358.53125,3.0,0.782877,3.625219376757741,3.625219376757741,1.0
2900000,1.4959247,565.5,3.0,0.8835767,6.612486730728831,6.612486730728831,1.0
2910000,1.4870206,400.1515151515151,3.0,0.7469247,4.417412835088643,4.417412835088643,1.0
2920000,1.4690499,400.10526315789474,3.0,0.8001983,4.204505969034998,4.204505969034998,1.0
2930000,1.433547,451.51851851851853,3.0,0.7811091,5.103371250408667,5.103371250408667,1.0
2940000,1.428106,423.39130434782606,3.0,0.78218246,4.48907031831534,4.48907031831534,1.0
2950000,1.4176159,448.05263157894734,3.0,0.9197608,4.893516604837618,4.893516604837618,1.0
2960000,1.4437838,448.22727272727275,3.0,0.8837861,4.731172177053633,4.731172177053633,1.0
2970000,1.4148513,417.75,3.0,0.76840174,4.80500075788725,4.80500075788725,1.0
2980000,1.4246988,494.81481481481484,3.0,0.7803531,5.649600900709629,5.649600900709629,1.0
2990000,1.3654037,496.70588235294116,3.0,0.7420788,5.603930993378162,5.603930993378162,1.0
3000000,1.3780917,533.6842105263158,3.0,0.74755687,5.314471413107479,5.314471413107479,1.0
3010000,1.3478013,559.75,3.0,0.7462286,7.390967880686124,7.390967880686124,1.0
3020000,1.354748,547.8823529411765,3.0,0.7401169,6.392659865757999,6.392659865757999,1.0
3030000,1.3690913,247.36363636363637,4.0,0.7076223,2.093064069747925,2.093064069747925,1.0
3040000,1.3657302,406.7142857142857,4.0,0.76488817,4.199700738702502,4.199700738702502,1.0
3050000,1.3797041,644.3809523809524,4.0,0.8783209,7.759639132590521,7.759639132590521,1.0
3060000,1.3890151,501.8666666666667,4.0,0.8437565,5.730947709083557,5.730947709083557,1.0
3070000,1.4082471,574.3157894736842,4.0,0.85964507,7.134334365526835,7.134334365526835,1.0
3080000,1.4044992,455.25,4.0,0.84881,5.306650826334954,5.306650826334954,1.0
3090000,1.3989792,609.2352941176471,4.0,0.9298106,6.890956721372074,6.890956721372074,1.0
3100000,1.3853204,646.6470588235294,4.0,0.95373994,7.911612976999844,7.911612976999844,1.0
3110000,1.402475,583.4666666666667,4.0,0.9696982,7.015947737296423,7.015947737296423,1.0
3120000,1.3965638,561.7777777777778,4.0,0.98723197,6.71541209353341,6.71541209353341,1.0
3130000,1.389149,588.1111111111111,4.0,0.9474194,6.994612135820919,6.994612135820919,1.0
3140000,1.4196343,601.7142857142857,4.0,0.9402422,7.183401158877781,7.183401158877781,1.0
3150000,1.3874454,532.04,4.0,0.95324254,6.327368988990783,6.327368988990783,1.0
3160000,1.377568,418.7368421052632,4.0,0.9994077,4.580737597848239,4.580737597848239,1.0
3170000,1.3926142,560.6363636363636,4.0,1.0133599,6.734292042526332,6.734292042526332,1.0
3180000,1.392292,489.77777777777777,4.0,1.0031567,5.676367592480448,5.676367592480448,1.0
3190000,1.4098554,588.4375,4.0,0.9566767,7.067126112058759,7.067126112058759,1.0
3200000,1.414362,570.6470588235294,4.0,0.95164543,6.8404717392781205,6.8404717392781205,1.0
3210000,1.4039302,549.0909090909091,4.0,0.93965757,6.4275465648282655,6.4275465648282655,1.0
3220000,1.3920605,451.64285714285717,4.0,0.97113454,5.119172336799758,5.119172336799758,1.0
3230000,1.3993783,651.7,4.0,1.04144,7.866022229194641,7.866022229194641,1.0
3240000,1.4028825,584.6,4.0,1.1517295,7.912801349163056,7.912801349163056,1.0
3250000,1.4021596,694.6190476190476,4.0,1.1535248,8.848220352615629,8.848220352615629,1.0
3260000,1.4055574,443.8888888888889,4.0,1.1739151,4.810700678825379,4.810700678825379,1.0
3270000,1.4085606,790.5,4.0,1.162064,10.04217938747671,10.04217938747671,1.0
3280000,1.3882933,510.35714285714283,4.0,1.1200898,5.881900874631746,5.881900874631746,1.0
3290000,1.3894675,655.2631578947369,4.0,1.1307229,8.186148594868811,8.186148594868811,1.0
3300000,1.3942871,556.7692307692307,4.0,1.1470659,6.404154905906091,6.404154905906091,1.0
3310000,1.3956349,549.1304347826087,4.0,1.1491816,6.537183647570402,6.537183647570402,1.0
3320000,1.4071027,485.57894736842104,4.0,1.2118981,5.540169306491551,5.540169306491551,1.0
3330000,1.4157153,824.9230769230769,4.0,1.2925917,10.674447823029299,10.674447823029299,1.0
3340000,1.4289596,646.8333333333334,4.0,1.2395582,7.852667835023668,7.852667835023668,1.0
3350000,1.429206,564.7692307692307,4.0,1.2310045,6.896047268922512,6.896047268922512,1.0
3360000,1.4431818,752.9411764705883,4.0,1.1859789,9.570036840789458,9.570036840789458,1.0
3370000,1.4481338,549.1176470588235,4.0,1.185536,6.7737510576844215,6.7737510576844215,1.0
3380000,1.4444941,638.4666666666667,4.0,1.2590582,7.542926190420985,7.542926190420985,1.0
3390000,1.4333265,706.8571428571429,4.0,1.2567589,8.721072801521846,8.721072801521846,1.0
3400000,1.4165667,669.7857142857143,4.0,1.2397373,8.507986815912384,8.507986815912384,1.0
3410000,1.4199824,796.3636363636364,4.0,1.257687,10.430383254181255,10.430383254181255,1.0
3420000,1.4198029,689.0555555555555,4.0,1.1849146,8.699090207616488,8.699090207616488,1.0
3430000,1.4242308,592.4615384615385,4.0,1.1946232,7.330185683873983,7.330185683873983,1.0
3440000,1.401681,640.0952380952381,4.0,1.1942189,7.978210785559246,7.978210785559246,1.0
3450000,1.3878627,544.2142857142857,4.0,1.2541707,5.7979086224849405,5.7979086224849405,1.0
3460000,1.3734163,739.9285714285714,4.0,1.3059783,9.842188088099162,9.842188088099162,1.0
3470000,1.3670359,814.0,4.0,1.3194579,10.06591048836708,10.06591048836708,1.0
3480000,1.3723351,690.5,4.0,1.2473112,8.967154257437763,8.967154257437763,1.0
3490000,1.387255,674.4166666666666,4.0,1.1951466,8.325017983714739,8.325017983714739,1.0
3500000,1.3923206,704.4166666666666,4.0,1.2228377,9.349370575868166,9.349370575868166,1.0
3510000,1.3802172,935.1,4.0,1.2624778,12.26432176232338,12.26432176232338,1.0
3520000,1.380047,832.0833333333334,4.0,1.2370908,11.154463077966984,11.154463077966984,1.0
3530000,1.3797274,668.2352941176471,4.0,1.2232505,8.133213743567467,8.133213743567467,1.0
3540000,1.369441,478.7368421052632,4.0,1.1283591,5.757463983799282,5.757463983799282,1.0
3550000,1.3821787,778.6363636363636,4.0,1.2711579,10.619218274950981,10.619218274950981,1.0
3560000,1.3806783,661.8421052631579,4.0,1.1820489,8.311243413310303,8.311243413310303,1.0
3570000,1.375117,710.8571428571429,4.0,1.2352055,8.426108960921947,8.426108960921947,1.0
3580000,1.3594466,764.5833333333334,4.0,1.3010029,10.255278339752785,10.255278339752785,1.0
3590000,1.3727595,845.4615384615385,4.0,1.3716297,10.958485007286072,10.958485007286072,1.0
3600000,1.3708415,734.2307692307693,4.0,1.4050189,10.319755393725176,10.319755393725176,1.0
3610000,1.3797824,681.6428571428571,4.0,1.4571222,8.282681256532669,8.282681256532669,1.0
3620000,1.3859692,867.0909090909091,4.0,1.4534556,11.3597108613361,11.3597108613361,1.0
3630000,1.4186172,727.5833333333334,4.0,1.4099215,9.521751374006271,9.521751374006271,1.0
3640000,1.4190578,791.3125,4.0,1.3974116,10.222054934501648,10.222054934501648,1.0
3650000,1.4049557,593.6153846153846,4.0,1.3532621,7.769686771290643,7.769686771290643,1.0
3660000,1.4046267,857.1428571428571,4.0,1.3784914,11.191647740510794,11.191647740510794,1.0
3670000,1.4083512,711.1818181818181,4.0,1.3631798,9.430984750390053,9.430984750390053,1.0
3680000,1.4062502,833.125,4.0,1.3771453,10.910641487439474,10.910641487439474,1.0
3690000,1.3966303,454.8666666666667,4.0,1.2796535,5.760538421571255,5.760538421571255,1.0
3700000,1.3898007,989.9166666666666,4.0,1.394283,13.509418646494547,13.509418646494547,1.0
3710000,1.344589,959.75,4.0,1.4037676,12.914752155542374,12.914752155542374,1.0
3720000,1.3548436,753.7058823529412,4.0,1.3718567,9.729776255786419,9.729776255786419,1.0
3730000,1.3423958,792.8,4.0,1.3308389,10.869710613380779,10.869710613380779,1.0
3740000,1.3535908,843.7857142857143,4.0,1.3293824,12.09848519663016,12.09848519663016,1.0
3750000,1.3143526,719.2727272727273,4.0,1.2164031,9.121324493334843,9.121324493334843,1.0
3760000,1.3147604,724.25,4.0,1.2268575,9.462576491758227,9.462576491758227,1.0
3770000,1.3423505,980.5714285714286,4.0,1.2786961,13.44737342425755,13.44737342425755,1.0
3780000,1.3524109,820.0,4.0,1.2431918,11.150176581926644,11.150176581926644,1.0
3790000,1.3388579,744.2222222222222,4.0,1.2492714,9.844261252880097,9.844261252880097,1.0
3800000,1.3383534,783.1875,4.0,1.226627,10.497464124113321,10.497464124113321,1.0
3810000,1.35054,730.2,4.0,1.3347212,9.410157038105858,9.410157038105858,1.0
3820000,1.3340573,913.4615384615385,4.0,1.3388894,12.544130329574857,12.544130329574857,1.0
3830000,1.3261826,752.75,4.0,1.2765505,9.67805592580275,9.67805592580275,1.0
3840000,1.3257582,831.1666666666666,4.0,1.2403347,11.463094037312727,11.463094037312727,1.0
3850000,1.3170905,657.3333333333334,4.0,1.1686411,8.775361227989197,8.775361227989197,1.0
3860000,1.3294804,914.6363636363636,4.0,1.2504687,12.539329019459812,12.539329019459812,1.0
3870000,1.3092716,796.0,4.0,1.2142813,10.786834970116615,10.786834970116615,1.0
3880000,1.3150752,742.7333333333333,4.0,1.2208617,9.956681412458419,9.956681412458419,1.0
3890000,1.3129826,944.2,4.0,1.1675755,13.105321943759918,13.105321943759918,1.0
3900000,1.2971389,929.0,4.0,1.1017549,12.752238046039235,12.752238046039235,1.0
3910000,1.2939304,809.9166666666666,4.0,1.1169878,11.022968212763468,11.022968212763468,1.0
3920000,1.2767683,935.0909090909091,4.0,1.1538905,12.746147253296591,12.746147253296591,1.0
3930000,1.2806351,737.0769230769231,4.0,1.1602033,9.877847561469444,9.877847561469444,1.0
3940000,1.3053879,876.75,4.0,1.2425998,11.99765166391929,11.99765166391929,1.0
3950000,1.3127319,861.6666666666666,4.0,1.164677,11.42953497171402,11.42953497171402,1.0
3960000,1.3054682,860.0,4.0,1.170165,11.789401882886887,11.789401882886887,1.0
