Steps,Policy/Entropy,Environment/Episode Length,Environment/Lesson,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
2030000,1.696845,473.1304347826087,3.0,0.6077243,4.962750839690368,4.962750839690368,1.0
2040000,1.6863722,462.8888888888889,3.0,0.5318334,4.253294914960861,4.253294914960861,1.0
2050000,1.6865207,645.2142857142857,3.0,0.53075796,6.920707752307256,6.920707752307256,1.0
2060000,1.6625727,611.1176470588235,4.0,0.58335155,6.447071729337468,6.447071729337468,1.0
2070000,1.6808233,372.94117647058823,4.0,0.6595755,3.3542595032383415,3.3542595032383415,1.0
2080000,1.66604,405.1818181818182,4.0,0.64737993,3.8896825178103014,3.8896825178103014,1.0
2090000,1.6594188,727.25,4.0,0.73170286,8.06386799365282,8.06386799365282,1.0
2100000,1.6594574,585.55,4.0,0.6889991,6.213801002502441,6.213801002502441,1.0
2110000,1.6693689,497.55555555555554,4.0,0.65629536,4.810853431099339,4.810853431099339,1.0
2120000,1.6522919,661.0714285714286,4.0,0.6642481,7.016915376697268,7.016915376697268,1.0
2130000,1.6496184,587.8125,4.0,0.69666034,5.974063465371728,5.974063465371728,1.0
2140000,1.6469208,669.5,4.0,0.7599965,7.413256780968772,7.413256780968772,1.0
2150000,1.663983,599.125,4.0,0.7985272,6.244101023301482,6.244101023301482,1.0
2160000,1.6624283,555.75,4.0,0.8328626,5.943613501265645,5.943613501265645,1.0
2170000,1.6818814,674.0,4.0,0.8814132,7.325486940996988,7.325486940996988,1.0
2180000,1.6543344,623.9444444444445,4.0,0.8860578,6.456271657172372,6.456271657172372,1.0
2190000,1.6544762,635.6666666666666,4.0,0.9461152,7.403601190075278,7.403601190075278,1.0
2200000,1.6664668,581.9375,4.0,0.9457062,6.323663540184498,6.323663540184498,1.0
2210000,1.6327446,604.0,4.0,0.91374445,6.534378877944416,6.534378877944416,1.0
2220000,1.6150455,644.0,4.0,0.9316759,7.074063679203391,7.074063679203391,1.0
2230000,1.5944065,714.8181818181819,4.0,0.8153238,8.10281953215599,8.10281953215599,1.0
2240000,1.6152381,731.875,4.0,0.8354138,8.197441307703654,8.197441307703654,1.0
2250000,1.623402,628.3076923076923,4.0,0.87525004,7.081515414374215,7.081515414374215,1.0
2260000,1.6160845,772.8571428571429,4.0,0.90170074,9.649724621039171,9.649724621039171,1.0
2270000,1.5936568,704.6428571428571,4.0,0.80964714,7.756814662615458,7.756814662615458,1.0
2280000,1.6044226,810.0909090909091,4.0,0.84327894,9.73469242182645,9.73469242182645,1.0
2290000,1.5824145,861.6666666666666,4.0,0.85543156,10.387685015797615,10.387685015797615,1.0
2300000,1.5946777,933.0909090909091,4.0,0.83890486,11.429947067390788,11.429947067390788,1.0
2310000,1.5721025,756.0714285714286,4.0,0.8949479,9.029015600681305,9.029015600681305,1.0
2320000,1.5862876,707.7142857142857,4.0,0.9053422,8.327544174024037,8.327544174024037,1.0
2330000,1.558652,696.0,4.0,0.9562624,8.097507110413384,8.097507110413384,1.0
2340000,1.5632502,632.5833333333334,4.0,0.9550642,7.2834178283810616,7.2834178283810616,1.0
2350000,1.5685269,757.0,4.0,0.99438304,8.875667981306712,8.875667981306712,1.0
2360000,1.580905,963.4444444444445,4.0,1.0552001,11.98033501704534,11.98033501704534,1.0
2370000,1.5959054,699.7058823529412,4.0,1.0346068,8.152636500842432,8.152636500842432,1.0
2380000,1.6114513,742.9166666666666,4.0,1.1066936,8.38148464759191,8.38148464759191,1.0
2390000,1.5591416,779.0,4.0,1.1078521,9.493037716908889,9.493037716908889,1.0
2400000,1.5496653,771.7333333333333,4.0,1.1102964,9.161081421375275,9.161081421375275,1.0
2410000,1.5610653,899.6666666666666,4.0,1.1443435,11.155090537336138,11.155090537336138,1.0
2420000,1.5463022,885.8461538461538,4.0,1.1577138,10.921201584430841,10.921201584430841,1.0
2430000,1.5468833,795.5,4.0,1.1363331,9.53711806734403,9.53711806734403,1.0
